Country/Territory,Cause,Total_Cases
Netherlands,Self-harm,57082
Netherlands,Diarrheal Diseases,7660
Netherlands,Road Injuries,34449
Netherlands,Poisonings,530
Netherlands,Environmental Heat and Cold Exposure,857
Netherlands,HIV/AIDS,5168
Netherlands,Chronic Respiratory Diseases,263005
Netherlands,Alzheimer's Disease and Other Dementias,191095
Netherlands,Digestive Diseases,174262
Netherlands,Nutritional Deficiencies,6074
Netherlands,Drug Use Disorders,3665
Netherlands,Chronic Kidney Disease,76627
New Zealand,Diarrheal Diseases,1243
New Zealand,"Fire, Heat, and Hot Substances",822
New Zealand,Diabetes Mellitus,17532
New Zealand,Chronic Respiratory Diseases,57809
New Zealand,Nutritional Deficiencies,356
New Zealand,Tuberculosis,678
New Zealand,Lower Respiratory Infections,21517
New Zealand,Acute Hepatitis,42
New Zealand,Road Injuries,14739
New Zealand,Exposure to Forces of Nature,287
New Zealand,Cardiovascular Diseases,328560
New Zealand,Environmental Heat and Cold Exposure,181
New Zealand,Meningitis,682
New Zealand,Neoplasms,247515
New Zealand,Interpersonal Violence,1934
New Zealand,Self-harm,15897
New Zealand,Alzheimer's Disease and Other Dementias,40940
New Zealand,Malaria,0
New Zealand,Protein-Energy Malnutrition,252
New Zealand,HIV/AIDS,671
New Zealand,Digestive Diseases,25560
New Zealand,Poisonings,250
New Zealand,Cirrhosis and Other Chronic Liver Diseases,7172
New Zealand,Maternal Disorders,199
New Zealand,Drowning,1788
New Zealand,Parkinson's Disease,8236
New Zealand,Chronic Kidney Disease,17445
New Zealand,Conflict and Terrorism,0
New Zealand,Neonatal Disorders,4225
New Zealand,Alcohol Use Disorders,1301
New Zealand,Drug Use Disorders,1411
Nicaragua,Drowning,5214
Nicaragua,Acute Hepatitis,283
Nicaragua,Drug Use Disorders,255
Nicaragua,Chronic Respiratory Diseases,27119
Nicaragua,Alcohol Use Disorders,8106
Nicaragua,Maternal Disorders,2710
Nicaragua,Diabetes Mellitus,34246
Nicaragua,Meningitis,4238
Nicaragua,Self-harm,9281
Nicaragua,Exposure to Forces of Nature,4855
Nicaragua,Neoplasms,86863
Nicaragua,Conflict and Terrorism,329
Nicaragua,HIV/AIDS,6618
Nicaragua,Neonatal Disorders,41187
Nicaragua,Interpersonal Violence,12919
Nicaragua,"Fire, Heat, and Hot Substances",833
Nicaragua,Poisonings,822
Nicaragua,Lower Respiratory Infections,37149
Nicaragua,Chronic Kidney Disease,57195
Nicaragua,Tuberculosis,7083
Nicaragua,Parkinson's Disease,4081
Nicaragua,Cirrhosis and Other Chronic Liver Diseases,30148
Nicaragua,Protein-Energy Malnutrition,8855
Nicaragua,Digestive Diseases,45063
Nicaragua,Malaria,286
Nicaragua,Diarrheal Diseases,25264
Nicaragua,Nutritional Deficiencies,8905
Nicaragua,Alzheimer's Disease and Other Dementias,13636
Nicaragua,Cardiovascular Diseases,168887
Nicaragua,Environmental Heat and Cold Exposure,87
Nicaragua,Road Injuries,18379
Niger,Chronic Kidney Disease,44573
Niger,Poisonings,12042
Niger,Neonatal Disorders,525214
Niger,Self-harm,18126
Niger,Maternal Disorders,78160
Niger,Neoplasms,125297
Niger,Conflict and Terrorism,3353
Niger,Meningitis,314819
Niger,Tuberculosis,173078
Niger,HIV/AIDS,69439
Niger,Road Injuries,61895
Niger,Diabetes Mellitus,37512
Niger,Diarrheal Diseases,1021934
Niger,Drug Use Disorders,242
Niger,Environmental Heat and Cold Exposure,2986
Niger,Cirrhosis and Other Chronic Liver Diseases,71448
Niger,Alzheimer's Disease and Other Dementias,14695
Niger,Chronic Respiratory Diseases,74913
Niger,Lower Respiratory Infections,742507
Niger,Digestive Diseases,134701
Niger,Interpersonal Violence,36765
Niger,Parkinson's Disease,4065
Niger,Drowning,25082
Niger,Acute Hepatitis,10238
Niger,Malaria,693962
Niger,Protein-Energy Malnutrition,121040
Niger,Nutritional Deficiencies,123982
Niger,Alcohol Use Disorders,2000
Niger,Cardiovascular Diseases,329937
Niger,Exposure to Forces of Nature,488
Niger,"Fire, Heat, and Hot Substances",17060
Nigeria,Tuberculosis,1769390
Nigeria,Diabetes Mellitus,541020
Nigeria,HIV/AIDS,2216718
Nigeria,Drowning,103723
Nigeria,Alcohol Use Disorders,28341
Nigeria,"Fire, Heat, and Hot Substances",110784
Nigeria,Road Injuries,487695
Nigeria,Malaria,6422063
Nigeria,Diarrheal Diseases,7449328
Nigeria,Environmental Heat and Cold Exposure,26363
Nigeria,Drug Use Disorders,4897
Nigeria,Cardiovascular Diseases,4176488
Nigeria,Lower Respiratory Infections,5917528
Nigeria,Acute Hepatitis,119860
Nigeria,Exposure to Forces of Nature,1899
Nigeria,Parkinson's Disease,66545
Nigeria,Chronic Kidney Disease,464656
Nigeria,Nutritional Deficiencies,286858
Nigeria,Poisonings,107604
Nigeria,Meningitis,1520376
Nigeria,Digestive Diseases,1716202
Nigeria,Neonatal Disorders,5262229
Nigeria,Self-harm,190297
Nigeria,Chronic Respiratory Diseases,641714
Nigeria,Alzheimer's Disease and Other Dementias,241713
Nigeria,Interpersonal Violence,306846
Nigeria,Neoplasms,1618730
Nigeria,Cirrhosis and Other Chronic Liver Diseases,995203
Nigeria,Conflict and Terrorism,78908
Nigeria,Maternal Disorders,525566
Nigeria,Protein-Energy Malnutrition,270470
Niue,Diabetes Mellitus,80
Niue,Self-harm,0
Niue,Diarrheal Diseases,0
Niue,Digestive Diseases,30
Niue,Parkinson's Disease,0
Niue,Acute Hepatitis,0
Niue,Conflict and Terrorism,0
Niue,Cirrhosis and Other Chronic Liver Diseases,9
Niue,Drug Use Disorders,0
Niue,Cardiovascular Diseases,263
Niue,Malaria,0
Niue,"Fire, Heat, and Hot Substances",0
Niue,Drowning,0
Niue,Interpersonal Violence,0
Niue,Protein-Energy Malnutrition,0
Niue,Nutritional Deficiencies,0
Niue,Alcohol Use Disorders,0
Niue,Alzheimer's Disease and Other Dementias,12
Niue,Chronic Respiratory Diseases,45
Niue,Chronic Kidney Disease,30
Niue,Tuberculosis,0
Niue,Poisonings,0
Niue,Neoplasms,90
Niue,Environmental Heat and Cold Exposure,0
Niue,Road Injuries,0
Niue,Neonatal Disorders,1
Niue,Meningitis,0
Niue,HIV/AIDS,0
Niue,Maternal Disorders,0
Niue,Exposure to Forces of Nature,1
Niue,Lower Respiratory Infections,30
North Korea,Protein-Energy Malnutrition,629389
North Korea,Diabetes Mellitus,95880
North Korea,Conflict and Terrorism,3
North Korea,Drowning,59067
North Korea,Malaria,81
North Korea,Road Injuries,229844
North Korea,Drug Use Disorders,7973
North Korea,Tuberculosis,106488
North Korea,Cardiovascular Diseases,2241454
North Korea,Meningitis,14250
North Korea,Exposure to Forces of Nature,2669
North Korea,Environmental Heat and Cold Exposure,3272
North Korea,Lower Respiratory Infections,253159
North Korea,Alzheimer's Disease and Other Dementias,88087
North Korea,Cirrhosis and Other Chronic Liver Diseases,132430
North Korea,Poisonings,12984
North Korea,Maternal Disorders,16471
North Korea,Nutritional Deficiencies,632056
North Korea,Self-harm,88069
North Korea,"Fire, Heat, and Hot Substances",9595
North Korea,Chronic Kidney Disease,102116
North Korea,Neoplasms,978429
North Korea,Interpersonal Violence,26585
North Korea,Parkinson's Disease,26290
North Korea,Acute Hepatitis,7705
North Korea,Digestive Diseases,236074
North Korea,Neonatal Disorders,210676
North Korea,Alcohol Use Disorders,9524
North Korea,Diarrheal Diseases,18000
North Korea,Chronic Respiratory Diseases,780804
North Korea,HIV/AIDS,9620
North Macedonia,Protein-Energy Malnutrition,14
North Macedonia,Nutritional Deficiencies,37
North Macedonia,Cirrhosis and Other Chronic Liver Diseases,8020
North Macedonia,Drowning,816
North Macedonia,HIV/AIDS,56
North Macedonia,Alcohol Use Disorders,847
North Macedonia,Tuberculosis,2521
North Macedonia,Chronic Respiratory Diseases,18904
North Macedonia,Environmental Heat and Cold Exposure,173
North Macedonia,Exposure to Forces of Nature,37
North Macedonia,Meningitis,387
North Macedonia,Alzheimer's Disease and Other Dementias,9156
North Macedonia,Poisonings,281
North Macedonia,Chronic Kidney Disease,8744
North Macedonia,Neonatal Disorders,7102
North Macedonia,Parkinson's Disease,3887
North Macedonia,Conflict and Terrorism,215
North Macedonia,Digestive Diseases,15477
North Macedonia,Road Injuries,5615
North Macedonia,Diabetes Mellitus,23392
North Macedonia,"Fire, Heat, and Hot Substances",402
North Macedonia,Lower Respiratory Infections,6094
North Macedonia,Diarrheal Diseases,1362
North Macedonia,Neoplasms,128961
North Macedonia,Self-harm,6356
North Macedonia,Interpersonal Violence,1850
North Macedonia,Malaria,0
North Macedonia,Maternal Disorders,92
North Macedonia,Acute Hepatitis,36
North Macedonia,Cardiovascular Diseases,360839
North Macedonia,Drug Use Disorders,282
Northern Mariana Islands,Alzheimer's Disease and Other Dementias,90
Northern Mariana Islands,Maternal Disorders,28
Northern Mariana Islands,Cirrhosis and Other Chronic Liver Diseases,367
Northern Mariana Islands,Diarrheal Diseases,44
Northern Mariana Islands,HIV/AIDS,23
Northern Mariana Islands,Chronic Kidney Disease,450
Northern Mariana Islands,"Fire, Heat, and Hot Substances",12
Northern Mariana Islands,Digestive Diseases,505
Northern Mariana Islands,Parkinson's Disease,45
Northern Mariana Islands,Neonatal Disorders,111
Northern Mariana Islands,Malaria,0
Northern Mariana Islands,Neoplasms,1593
Northern Mariana Islands,Poisonings,0
Northern Mariana Islands,Acute Hepatitis,0
Northern Mariana Islands,Lower Respiratory Infections,281
Northern Mariana Islands,Cardiovascular Diseases,2340
Northern Mariana Islands,Self-harm,265
Northern Mariana Islands,Environmental Heat and Cold Exposure,0
Northern Mariana Islands,Exposure to Forces of Nature,5
Northern Mariana Islands,Conflict and Terrorism,5
Northern Mariana Islands,Drug Use Disorders,0
Northern Mariana Islands,Nutritional Deficiencies,30
Northern Mariana Islands,Interpersonal Violence,117
Northern Mariana Islands,Protein-Energy Malnutrition,30
Northern Mariana Islands,Alcohol Use Disorders,56
Northern Mariana Islands,Chronic Respiratory Diseases,421
Northern Mariana Islands,Road Injuries,300
Northern Mariana Islands,Diabetes Mellitus,524
Northern Mariana Islands,Drowning,141
Northern Mariana Islands,Tuberculosis,44
Northern Mariana Islands,Meningitis,0
Norway,Cardiovascular Diseases,490252
Norway,Neoplasms,345384
Norway,Drug Use Disorders,7568
Norway,Chronic Kidney Disease,17960
Norway,Neonatal Disorders,2898
Norway,Alcohol Use Disorders,7758
Norway,Poisonings,571
Norway,Diabetes Mellitus,19988
Norway,Parkinson's Disease,11827
Norway,Self-harm,18010
Norway,Chronic Respiratory Diseases,67974
Norway,Lower Respiratory Infections,68615
Norway,Diarrheal Diseases,6724
Norway,Meningitis,878
Norway,Alzheimer's Disease and Other Dementias,65284
Norway,Protein-Energy Malnutrition,1182
Norway,Exposure to Forces of Nature,140
Norway,Tuberculosis,1738
Norway,Cirrhosis and Other Chronic Liver Diseases,10864
Norway,Maternal Disorders,80
Norway,HIV/AIDS,773
Norway,Drowning,2045
Norway,Conflict and Terrorism,88
Norway,Nutritional Deficiencies,1402
Norway,"Fire, Heat, and Hot Substances",2059
Norway,Road Injuries,9041
Norway,Malaria,0
Norway,Environmental Heat and Cold Exposure,971
Norway,Interpersonal Violence,1289
Norway,Digestive Diseases,42226
Norway,Acute Hepatitis,60
Oman,Road Injuries,56856
Oman,Diarrheal Diseases,1350
Oman,Chronic Respiratory Diseases,6578
Oman,Parkinson's Disease,1297
Oman,Diabetes Mellitus,14973
Oman,Conflict and Terrorism,0
Oman,Acute Hepatitis,1334
Oman,Neonatal Disorders,13415
Oman,Neoplasms,28365
Oman,Digestive Diseases,8187
Oman,Drug Use Disorders,271
Oman,Chronic Kidney Disease,4155
Oman,Meningitis,562
Oman,Alcohol Use Disorders,175
Oman,Interpersonal Violence,628
Oman,Nutritional Deficiencies,1572
Oman,Drowning,3524
Oman,Tuberculosis,821
Oman,Cirrhosis and Other Chronic Liver Diseases,6390
Oman,"Fire, Heat, and Hot Substances",590
Oman,Maternal Disorders,737
Oman,Malaria,315
Oman,Environmental Heat and Cold Exposure,284
Oman,Self-harm,2688
Oman,HIV/AIDS,1388
Oman,Cardiovascular Diseases,132123
Oman,Protein-Energy Malnutrition,113
Oman,Poisonings,667
Oman,Alzheimer's Disease and Other Dementias,3670
Oman,Lower Respiratory Infections,11765
Oman,Exposure to Forces of Nature,154
Pakistan,Digestive Diseases,1523030
Pakistan,Chronic Kidney Disease,874990
Pakistan,Meningitis,752870
Pakistan,Alcohol Use Disorders,45501
Pakistan,Poisonings,67217
Pakistan,"Fire, Heat, and Hot Substances",75442
Pakistan,Drowning,125812
Pakistan,Alzheimer's Disease and Other Dementias,244109
Pakistan,Acute Hepatitis,293025
Pakistan,Drug Use Disorders,17829
Pakistan,Neonatal Disorders,7753349
Pakistan,Self-harm,380916
Pakistan,Exposure to Forces of Nature,88169
Pakistan,Road Injuries,421970
Pakistan,Maternal Disorders,503820
Pakistan,Diabetes Mellitus,845343
Pakistan,HIV/AIDS,36968
Pakistan,Tuberculosis,2309703
Pakistan,Nutritional Deficiencies,452930
Pakistan,Malaria,213590
Pakistan,Lower Respiratory Infections,2429268
Pakistan,Parkinson's Disease,92715
Pakistan,Neoplasms,3633069
Pakistan,Protein-Energy Malnutrition,296019
Pakistan,Cardiovascular Diseases,7745192
Pakistan,Interpersonal Violence,344555
Pakistan,Diarrheal Diseases,3187522
Pakistan,Environmental Heat and Cold Exposure,14001
Pakistan,Conflict and Terrorism,67235
Pakistan,Chronic Respiratory Diseases,2276479
Pakistan,Cirrhosis and Other Chronic Liver Diseases,1039240
Palau,Chronic Kidney Disease,274
Palau,Environmental Heat and Cold Exposure,0
Palau,Nutritional Deficiencies,0
Palau,Drug Use Disorders,0
Palau,Tuberculosis,30
Palau,Alcohol Use Disorders,0
Palau,Meningitis,0
Palau,Alzheimer's Disease and Other Dementias,45
Palau,Interpersonal Violence,66
Palau,Road Injuries,102
Palau,Drowning,60
Palau,Diabetes Mellitus,453
Palau,Protein-Energy Malnutrition,0
Palau,Lower Respiratory Infections,507
Palau,Malaria,0
Palau,Cardiovascular Diseases,1519
Palau,Acute Hepatitis,0
Palau,Conflict and Terrorism,0
Palau,Diarrheal Diseases,40
Palau,Neoplasms,791
Palau,Digestive Diseases,151
Palau,Chronic Respiratory Diseases,439
Palau,Cirrhosis and Other Chronic Liver Diseases,93
Palau,Parkinson's Disease,30
Palau,Self-harm,87
Palau,HIV/AIDS,18
Palau,Neonatal Disorders,58
Palau,Maternal Disorders,1
Palau,Poisonings,20
Palau,Exposure to Forces of Nature,0
Palau,"Fire, Heat, and Hot Substances",30
Palestine,Tuberculosis,936
Palestine,HIV/AIDS,223
Palestine,Diabetes Mellitus,20982
Palestine,Nutritional Deficiencies,421
Palestine,Alcohol Use Disorders,126
Palestine,Meningitis,1853
Palestine,Protein-Energy Malnutrition,385
Palestine,Drug Use Disorders,107
Palestine,Cardiovascular Diseases,148182
Palestine,Malaria,0
Palestine,Maternal Disorders,873
Palestine,Self-harm,2414
Palestine,Chronic Respiratory Diseases,11655
Palestine,Neoplasms,52021
Palestine,Acute Hepatitis,238
Palestine,"Fire, Heat, and Hot Substances",1283
Palestine,Interpersonal Violence,4906
Palestine,Drowning,1804
Palestine,Parkinson's Disease,1783
Palestine,Alzheimer's Disease and Other Dementias,6514
Palestine,Poisonings,182
Palestine,Digestive Diseases,11551
Palestine,Conflict and Terrorism,45957
Palestine,Chronic Kidney Disease,15772
Palestine,Neonatal Disorders,47062
Palestine,Diarrheal Diseases,1447
Palestine,Exposure to Forces of Nature,10
Palestine,Lower Respiratory Infections,14718
Palestine,Road Injuries,10090
Palestine,Cirrhosis and Other Chronic Liver Diseases,7711
Palestine,Environmental Heat and Cold Exposure,51
Panama,Interpersonal Violence,14278
Panama,Parkinson's Disease,3363
Panama,HIV/AIDS,13521
Panama,Chronic Respiratory Diseases,18302
Panama,Environmental Heat and Cold Exposure,39
Panama,Self-harm,5252
Panama,Protein-Energy Malnutrition,4247
Panama,Drug Use Disorders,320
Panama,Chronic Kidney Disease,19391
Panama,Maternal Disorders,1347
Panama,Neonatal Disorders,13165
Panama,Cardiovascular Diseases,118409
Panama,Poisonings,405
Panama,Lower Respiratory Infections,17881
Panama,Meningitis,1564
Panama,Malaria,55
Panama,Diarrheal Diseases,5690
Panama,Tuberculosis,6188
Panama,Exposure to Forces of Nature,201
Panama,Acute Hepatitis,110
Panama,Diabetes Mellitus,21135
Panama,"Fire, Heat, and Hot Substances",558
Panama,Neoplasms,79014
Panama,Drowning,4466
Panama,Conflict and Terrorism,51
Panama,Nutritional Deficiencies,4563
Panama,Alzheimer's Disease and Other Dementias,18634
Panama,Cirrhosis and Other Chronic Liver Diseases,9991
Panama,Digestive Diseases,19381
Panama,Alcohol Use Disorders,694
Panama,Road Injuries,15935
Papua New Guinea,Neonatal Disorders,99287
Papua New Guinea,Conflict and Terrorism,280
Papua New Guinea,Digestive Diseases,28270
Papua New Guinea,Self-harm,5864
Papua New Guinea,Neoplasms,102728
Papua New Guinea,Chronic Respiratory Diseases,150913
Papua New Guinea,Parkinson's Disease,3979
Papua New Guinea,Diarrheal Diseases,85282
Papua New Guinea,Maternal Disorders,19822
Papua New Guinea,Environmental Heat and Cold Exposure,662
Papua New Guinea,Protein-Energy Malnutrition,6194
Papua New Guinea,Poisonings,3358
Papua New Guinea,Cirrhosis and Other Chronic Liver Diseases,12946
Papua New Guinea,Exposure to Forces of Nature,3062
Papua New Guinea,Drowning,8916
Papua New Guinea,Diabetes Mellitus,83158
Papua New Guinea,"Fire, Heat, and Hot Substances",16201
Papua New Guinea,Tuberculosis,41706
Papua New Guinea,Road Injuries,47315
Papua New Guinea,Nutritional Deficiencies,6284
Papua New Guinea,Alzheimer's Disease and Other Dementias,7989
Papua New Guinea,Alcohol Use Disorders,1780
Papua New Guinea,Malaria,35997
Papua New Guinea,Acute Hepatitis,2680
Papua New Guinea,HIV/AIDS,64513
Papua New Guinea,Interpersonal Violence,15262
Papua New Guinea,Drug Use Disorders,435
Papua New Guinea,Chronic Kidney Disease,14072
Papua New Guinea,Lower Respiratory Infections,165597
Papua New Guinea,Cardiovascular Diseases,293524
Papua New Guinea,Meningitis,21081
Paraguay,HIV/AIDS,10234
Paraguay,Interpersonal Violence,21556
Paraguay,Chronic Kidney Disease,30102
Paraguay,Maternal Disorders,4264
Paraguay,Diabetes Mellitus,42714
Paraguay,Poisonings,441
Paraguay,Protein-Energy Malnutrition,6707
Paraguay,Acute Hepatitis,86
Paraguay,Neonatal Disorders,37494
Paraguay,Exposure to Forces of Nature,166
Paraguay,Drowning,4752
Paraguay,Alzheimer's Disease and Other Dementias,24340
Paraguay,Conflict and Terrorism,69
Paraguay,Road Injuries,30291
Paraguay,Digestive Diseases,33720
Paraguay,Diarrheal Diseases,11878
Paraguay,"Fire, Heat, and Hot Substances",1597
Paraguay,Tuberculosis,7227
Paraguay,Lower Respiratory Infections,38303
Paraguay,Cirrhosis and Other Chronic Liver Diseases,14728
Paraguay,Environmental Heat and Cold Exposure,141
Paraguay,Nutritional Deficiencies,6825
Paraguay,Malaria,21
Paraguay,Neoplasms,118741
Paraguay,Chronic Respiratory Diseases,21518
Paraguay,Parkinson's Disease,4019
Paraguay,Alcohol Use Disorders,4506
Paraguay,Cardiovascular Diseases,213030
Paraguay,Drug Use Disorders,209
Paraguay,Self-harm,8268
Paraguay,Meningitis,3527
Peru,Meningitis,9205
Peru,Road Injuries,131011
Peru,Nutritional Deficiencies,60855
Peru,Diabetes Mellitus,89295
Peru,Drug Use Disorders,4034
Peru,Environmental Heat and Cold Exposure,4077
Peru,Neonatal Disorders,221763
Peru,Digestive Diseases,300421
Peru,Cirrhosis and Other Chronic Liver Diseases,156657
Peru,Diarrheal Diseases,74514
Peru,Maternal Disorders,30220
Peru,Self-harm,26655
Peru,Tuberculosis,118995
Peru,Lower Respiratory Infections,508053
Peru,Parkinson's Disease,27585
Peru,Cardiovascular Diseases,681021
Peru,Conflict and Terrorism,9611
Peru,Poisonings,6631
Peru,Chronic Respiratory Diseases,148708
Peru,Neoplasms,706096
Peru,Chronic Kidney Disease,158881
Peru,Protein-Energy Malnutrition,56273
Peru,"Fire, Heat, and Hot Substances",10742
Peru,Drowning,29588
Peru,Interpersonal Violence,35797
